country,year,primary_energy_consumption,renewables_consumption,fossil_fuel_consumption
Czechia,1986,638.553,5.547,615.558
Czechia,1987,653.255,7.289,615.602
Czechia,1988,656.114,6.207,616.379
Czechia,1989,636.0,4.858,595.905
Czechia,1990,546.744,3.433,507.601
Czechia,1991,497.639,3.22,459.994
Czechia,1992,482.979,4.166,444.054
Czechia,1993,478.929,4.605,438.495
Czechia,1994,466.515,5.423,424.269
Czechia,1995,486.214,7.397,444.114
Czechia,1996,502.922,7.01,459.45
Czechia,1997,482.32,6.975,439.893
Czechia,1998,468.271,6.41,424.468
Czechia,1999,448.987,7.642,403.444
Czechia,2000,474.504,7.569,428.373
Czechia,2001,485.272,8.228,435.464
Czechia,2002,486.757,9.619,424.654
Czechia,2003,514.55,6.292,436.258
Czechia,2004,527.825,8.484,446.547
Czechia,2005,519.632,9.242,442.445
Czechia,2006,529.455,10.539,447.798
Czechia,2007,523.705,10.298,442.393
Czechia,2008,513.619,12.314,429.71
Czechia,2009,492.811,16.009,403.889
Czechia,2010,513.649,20.001,419.103
Czechia,2011,501.976,24.645,402.461
Czechia,2012,499.438,26.829,392.822
Czechia,2013,490.221,30.483,379.33
Czechia,2014,479.937,30.793,370.31
Czechia,2015,470.716,31.223,370.132
Czechia,2016,464.374,31.115,371.338
Czechia,2017,490.582,31.888,386.322
Czechia,2018,489.024,31.104,381.955
Czechia,2019,477.905,33.182,368.216
Czechia,2020,442.568,34.31,332.543
Czechia,2021,466.406,34.896,354.346
Czechia,2022,455.731,34.341,343.78
Czechia,2023,423.373,33.804,313.764
Denmark,1983,190.114,0.285,189.829
Denmark,1984,193.293,0.293,193.0
Denmark,1985,217.816,0.355,217.461
Denmark,1986,222.643,0.619,222.025
Denmark,1987,214.641,0.796,213.845
Denmark,1988,212.306,1.215,211.091
Denmark,1989,195.815,1.737,194.078
Denmark,1990,201.961,2.558,199.403
Denmark,1991,232.854,3.397,229.457
Denmark,1992,218.137,4.452,213.685
Denmark,1993,231.304,5.463,225.84
Denmark,1994,248.056,5.289,242.767
Denmark,1995,243.62,5.636,237.984
Denmark,1996,289.889,6.342,283.547
Denmark,1997,262.998,8.892,254.106
Denmark,1998,253.691,11.862,241.829
Denmark,1999,246.049,13.26,232.789
Denmark,2000,236.519,16.783,219.737
Denmark,2001,237.216,17.56,219.657
Denmark,2002,236.755,20.33,216.425
Denmark,2003,255.233,24.152,231.08
Denmark,2004,241.652,28.344,213.308
Denmark,2005,233.617,29.142,204.475
Denmark,2006,255.481,27.297,228.184
Denmark,2007,243.401,30.343,213.058
Denmark,2008,234.872,29.643,205.229
Denmark,2009,220.807,29.542,191.265
Denmark,2010,235.977,36.737,199.24
Denmark,2011,220.975,42.517,178.458
Denmark,2012,205.243,45.16,160.084
Denmark,2013,211.702,48.026,163.676
Denmark,2014,203.564,53.411,150.153
Denmark,2015,198.975,55.716,143.259
Denmark,2016,201.601,54.316,147.286
Denmark,2017,202.985,63.948,139.037
Denmark,2018,200.118,60.735,139.384
Denmark,2019,196.046,66.855,129.191
Denmark,2020,176.485,67.891,108.594
Denmark,2021,189.435,76.332,113.104
Denmark,2022,197.278,81.371,115.907
Denmark,2023,195.523,83.557,111.967
Eastern Africa (EI),1966,119.29,21.194,98.096
Eastern Africa (EI),1967,123.847,20.73,103.116
Eastern Africa (EI),1968,128.24,21.284,106.956
Eastern Africa (EI),1969,137.778,23.395,114.382
Eastern Africa (EI),1970,154.958,33.532,121.426
Eastern Africa (EI),1971,155.973,26.728,129.245
Eastern Africa (EI),1972,161.453,32.611,128.842
Eastern Africa (EI),1973,170.788,33.685,137.103
Eastern Africa (EI),1974,178.132,42.623,135.509
Eastern Africa (EI),1975,174.83,45.337,129.493
Eastern Africa (EI),1976,188.983,49.977,139.006
Eastern Africa (EI),1977,191.243,56.933,134.31
Eastern Africa (EI),1978,186.71,54.427,132.283
Eastern Africa (EI),1979,191.993,58.988,133.004
Eastern Africa (EI),1980,191.395,53.991,137.404
Eastern Africa (EI),1981,188.828,56.389,132.439
Eastern Africa (EI),1982,185.058,58.504,126.554
Eastern Africa (EI),1983,191.259,57.909,133.35
Eastern Africa (EI),1984,187.255,56.462,130.793
Eastern Africa (EI),1985,197.07,58.953,138.117
Eastern Africa (EI),1986,200.083,57.565,142.518
Eastern Africa (EI),1987,199.888,50.41,149.478
Eastern Africa (EI),1988,217.134,56.801,160.333
Eastern Africa (EI),1989,216.155,55.021,161.134
Eastern Africa (EI),1990,243.107,65.272,177.835
Eastern Africa (EI),1991,233.247,66.466,166.782
Eastern Africa (EI),1992,229.398,60.22,169.177
Eastern Africa (EI),1993,247.221,62.877,184.344
Eastern Africa (EI),1994,246.604,62.937,183.667
Eastern Africa (EI),1995,249.136,63.85,185.286
Eastern Africa (EI),1996,247.091,64.0,183.091
Eastern Africa (EI),1997,262.393,67.246,195.147
Eastern Africa (EI),1998,280.022,85.94,194.083
Eastern Africa (EI),1999,286.812,90.349,196.463
Eastern Africa (EI),2000,284.182,95.864,188.317
Eastern Africa (EI),2001,309.356,107.631,201.725
Eastern Africa (EI),2002,313.445,115.574,197.872
Eastern Africa (EI),2003,315.834,117.091,198.743
Eastern Africa (EI),2004,336.418,118.88,217.537
Eastern Africa (EI),2005,352.122,121.896,230.226
Eastern Africa (EI),2006,365.629,128.157,237.471
Eastern Africa (EI),2007,385.062,137.958,247.105
Eastern Africa (EI),2008,381.88,135.843,246.037
Eastern Africa (EI),2009,405.898,142.445,263.453
Eastern Africa (EI),2010,441.256,159.103,282.153
Eastern Africa (EI),2011,459.119,163.011,296.108
Eastern Africa (EI),2012,478.441,169.283,309.158
Eastern Africa (EI),2013,520.222,179.785,340.437
Eastern Africa (EI),2014,570.54,193.821,376.719
Eastern Africa (EI),2015,592.913,196.067,396.846
Eastern Africa (EI),2016,584.629,186.289,398.341
Eastern Africa (EI),2017,623.761,192.979,430.783
Eastern Africa (EI),2018,659.693,204.486,455.207
Eastern Africa (EI),2019,655.406,208.753,446.653
Eastern Africa (EI),2020,635.736,219.949,415.787
Eastern Africa (EI),2021,679.668,230.817,448.851
Eastern Africa (EI),2022,668.086,238.737,429.348
Eastern Africa (EI),2023,685.651,248.255,437.396
Ecuador,1990,80.982,14.746,66.237
Ecuador,1991,89.439,15.009,74.429
Ecuador,1992,88.979,14.707,74.273
Ecuador,1993,92.231,17.181,75.051
Ecuador,1994,100.323,19.413,80.909
Ecuador,1995,94.818,15.26,79.559
Ecuador,1996,107.914,18.757,89.156
Ecuador,1997,120.221,19.321,100.9
Ecuador,1998,120.844,19.238,101.606
Ecuador,1999,110.231,21.222,89.009
Ecuador,2000,104.129,22.506,81.622
Ecuador,2001,105.483,20.772,84.711
Ecuador,2002,104.109,21.962,82.147
Ecuador,2003,106.607,20.824,85.783
Ecuador,2004,114.056,21.368,92.688
Ecuador,2005,120.725,20.036,100.689
Ecuador,2006,127.686,20.751,106.935
Ecuador,2007,134.253,26.256,107.996
Ecuador,2008,143.285,32.408,110.878
Ecuador,2009,139.805,26.464,113.341
Ecuador,2010,155.194,24.762,130.432
Ecuador,2011,164.644,31.632,133.012
Ecuador,2012,173.933,34.54,139.394
Ecuador,2013,179.509,31.225,148.284
Ecuador,2014,188.563,32.631,155.932
Ecuador,2015,188.046,37.026,151.02
Ecuador,2016,187.404,44.412,142.992
Ecuador,2017,195.11,55.456,139.654
Ecuador,2018,206.38,56.593,149.787
Ecuador,2019,211.333,66.999,144.334
Ecuador,2020,182.862,65.846,117.016
Ecuador,2021,212.597,68.725,143.872
Ecuador,2022,222.729,65.97,156.759
Ecuador,2023,234.31,67.897,166.412
Egypt,1965,91.675,5.123,86.552
Egypt,1966,96.463,5.397,91.066
Egypt,1967,82.585,5.815,76.769
Egypt,1968,89.118,8.873,80.244
Egypt,1969,73.375,11.801,61.575
Egypt,1970,91.432,13.865,77.566
Egypt,1971,93.99,14.924,79.067
Egypt,1972,104.29,15.264,89.026
Egypt,1973,98.573,15.237,83.335
Egypt,1974,112.037,18.086,93.951
Egypt,1975,124.288,20.086,104.203
Egypt,1976,148.624,23.666,124.958
Egypt,1977,161.271,26.724,134.547
Egypt,1978,170.354,29.364,140.99
Egypt,1979,186.082,28.41,157.672
Egypt,1980,211.662,28.985,182.677
Egypt,1981,241.095,30.2,210.895
Egypt,1982,268.999,31.024,237.975
Egypt,1983,290.812,29.024,261.788
Egypt,1984,317.112,28.475,288.637
Egypt,1985,328.849,27.051,301.799
Egypt,1986,336.317,26.53,309.786
Egypt,1987,356.63,26.523,330.107
Egypt,1988,361.877,26.107,335.77
Egypt,1989,381.468,28.053,353.415
Egypt,1990,391.323,29.431,361.893
Egypt,1991,396.433,29.322,367.111
Egypt,1992,392.626,28.978,363.648
Egypt,1993,392.913,29.843,363.069
Egypt,1994,413.228,31.723,381.505
Egypt,1995,437.821,33.095,404.726
Egypt,1996,461.277,33.958,427.319
Egypt,1997,480.5,34.807,445.694
Egypt,1998,500.307,35.793,464.514
Egypt,1999,536.889,39.779,497.11
Egypt,2000,568.533,42.163,526.371
Egypt,2001,593.314,42.872,550.442
Egypt,2002,610.244,41.471,568.773
Egypt,2003,645.992,38.357,607.635
Egypt,2004,682.054,38.431,643.623
Egypt,2005,699.417,37.669,661.748
Egypt,2006,736.644,38.102,698.543
Egypt,2007,784.579,42.078,742.501
Egypt,2008,831.838,45.038,786.8
Egypt,2009,861.671,41.365,820.306
Egypt,2010,895.112,39.937,855.174
Egypt,2011,941.574,40.633,900.94
Egypt,2012,979.905,40.767,939.138
Egypt,2013,973.269,40.441,932.828
Egypt,2014,961.971,39.972,922.0
Egypt,2015,976.108,42.064,934.044
Egypt,2016,1030.261,42.372,987.889
Egypt,2017,1070.745,41.25,1029.495
Egypt,2018,1071.346,43.559,1027.787
Egypt,2019,1051.106,54.164,996.942
Egypt,2020,989.069,64.576,924.493
Egypt,2021,1058.743,63.814,994.929
Egypt,2022,1106.44,63.059,1043.381
Egypt,2023,1093.764,64.437,1029.326
Estonia,1985,118.453,0.0,118.453
Estonia,1986,117.883,0.0,117.883
Estonia,1987,119.666,0.0,119.666
Estonia,1988,117.633,0.0,117.633
Estonia,1989,121.225,0.0,121.225
Estonia,1990,127.585,0.0,127.585
Estonia,1991,116.75,0.0,116.75
Estonia,1992,81.29,0.0,81.29
Estonia,1993,67.562,0.0,67.562
Estonia,1994,68.539,0.0,68.539
Estonia,1995,62.165,0.019,62.146
Estonia,1996,66.012,0.016,65.996
Estonia,1997,65.028,0.026,65.002
Estonia,1998,58.334,0.038,58.296
Estonia,1999,53.738,0.053,53.685
Estonia,2000,55.496,0.19,55.306
Estonia,2001,57.846,0.092,57.754
Estonia,2002,57.607,0.107,57.5
Estonia,2003,62.816,0.138,62.678
Estonia,2004,64.106,0.185,63.921
Estonia,2005,64.464,0.323,64.141
Estonia,2006,63.68,0.389,63.291
Estonia,2007,73.746,0.44,73.305
Estonia,2008,67.856,0.621,67.235
Estonia,2009,58.727,1.656,57.071
Estonia,2010,73.147,3.301,69.845
Estonia,2011,72.963,3.65,69.313
Estonia,2012,73.488,4.546,68.942
Estonia,2013,77.463,3.777,73.686
Estonia,2014,74.161,4.318,69.843
Estonia,2015,68.626,4.735,63.892
Estonia,2016,70.763,4.763,66.0
Estonia,2017,78.484,5.599,72.885
Estonia,2018,77.879,6.255,71.624
Estonia,2019,62.761,6.707,56.054
Estonia,2020,58.733,9.271,49.463
Estonia,2021,61.401,8.99,52.411
Estonia,2022,63.392,8.727,54.665
Estonia,2023,55.513,8.616,46.896
Europe,1965,19275.359,1136.317,18077.93
Europe,1966,20075.539,1236.124,18760.377
Europe,1967,20821.686,1227.145,19503.375
Europe,1968,21968.814,1306.93,20557.051
Europe,1969,23343.668,1324.856,21891.875
Europe,1970,24729.529,1403.385,23187.244
Europe,1971,25571.016,1420.429,23990.963
Europe,1972,26802.838,1451.041,25132.324
Europe,1973,28269.135,1469.074,26548.406
Europe,1974,28582.908,1585.311,26688.764
Europe,1975,28919.295,1585.701,26921.375
Europe,1976,30327.705,1516.571,28316.693
Europe,1977,31172.619,1785.32,28784.404
Europe,1978,32403.143,1849.793,29889.352
Europe,1979,33512.375,1924.904,30843.928
Europe,1980,33296.145,1917.576,30497.734
Europe,1981,33056.219,1938.985,29962.865
Europe,1982,33006.098,1883.926,29837.734
Europe,1983,33467.973,1950.939,30021.225
Europe,1984,34504.148,2027.771,30568.84
Europe,1985,33413.352,1958.453,29199.531
Europe,1986,33999.641,1925.931,29678.676
Europe,1987,34772.836,2028.5,30208.646
Europe,1988,35176.734,2108.356,30284.656
Europe,1989,35108.652,1922.675,30282.738
Europe,1990,35091.113,1971.903,30245.176
Europe,1991,34684.59,2009.769,29729.723
Europe,1992,33424.168,2066.95,28394.906
Europe,1993,32250.467,2120.93,27064.977
Europe,1994,30958.039,2162.627,25815.785
Europe,1995,30910.812,2182.586,25673.336
Europe,1996,31149.6,2058.419,25853.516
Europe,1997,30616.441,2152.424,25198.645
Europe,1998,30757.67,2248.924,25281.391
Europe,1999,30730.572,2305.456,25127.695
Europe,2000,31104.887,2422.432,25336.162
Europe,2001,31523.469,2467.007,25620.809
Europe,2002,31341.008,2299.524,25577.166
Europe,2003,31852.928,2215.783,26144.812
Europe,2004,32272.164,2431.345,26336.949
Europe,2005,32365.791,2510.345,26395.023
Europe,2006,32797.777,2548.347,26797.471
Europe,2007,32563.539,2699.491,26565.65
Europe,2008,32468.004,2858.356,26325.479
Europe,2009,30530.928,2964.653,24436.15
Europe,2010,31727.25,3191.646,25333.566
Europe,2011,31329.412,3131.418,25029.684
Europe,2012,31261.297,3462.738,24705.211
Europe,2013,30934.982,3721.109,24183.441
Europe,2014,30016.424,3804.233,23162.289
Europe,2015,29955.061,3885.033,23063.387
Europe,2016,30318.334,3974.446,23419.133
Europe,2017,30568.859,4012.063,23647.973
Europe,2018,30898.5,4268.004,23735.219
Europe,2019,30412.301,4347.532,23184.416
Europe,2020,28532.605,4721.749,21166.598
Europe,2021,29748.58,4800.204,22159.934
Europe,2022,29065.789,4728.539,21909.145
Europe,2023,28666.621,5141.31,21119.719
Europe (EI),1965,12449.917,902.28,11491.804
Europe (EI),1966,12824.238,971.907,11779.148
Europe (EI),1967,13199.24,972.837,12141.637
Europe (EI),1968,14075.015,1009.244,12969.829
Europe (EI),1969,15090.387,995.022,13978.734
Europe (EI),1970,16066.297,1045.101,14894.746
Europe (EI),1971,16491.045,1055.791,15290.919
Europe (EI),1972,17271.783,1097.664,15982.551
Europe (EI),1973,18264.715,1115.629,16938.037
Europe (EI),1974,18017.963,1205.483,16564.543
Europe (EI),1975,17846.615,1231.318,16284.279
Europe (EI),1976,18843.633,1140.482,17316.969
Europe (EI),1977,19186.35,1376.645,17351.609
Europe (EI),1978,19902.279,1376.029,18011.115
Europe (EI),1979,20643.119,1447.121,18621.623
Europe (EI),1980,20143.018,1407.664,18064.275
Europe (EI),1981,19619.154,1424.442,17287.461
Europe (EI),1982,19254.523,1409.299,16845.26
Europe (EI),1983,19430.57,1451.151,16799.699
Europe (EI),1984,19941.369,1467.302,16974.561
Europe (EI),1985,23836.262,1521.72,20340.988
Europe (EI),1986,24230.049,1475.178,20658.406
Europe (EI),1987,24737.186,1603.065,20952.275
Europe (EI),1988,25006.652,1718.245,20887.223
Europe (EI),1989,24906.775,1503.533,20886.865
Europe (EI),1990,25110.344,1546.96,21025.098
Europe (EI),1991,24854.17,1579.894,20669.633
Europe (EI),1992,24057.178,1635.259,19799.049
Europe (EI),1993,23649.453,1706.115,19216.971
Europe (EI),1994,23172.301,1733.005,18737.236
Europe (EI),1995,23668.18,1767.213,19128.502
Europe (EI),1996,24253.895,1722.392,19603.203
Europe (EI),1997,24155.615,1805.569,19392.541
Europe (EI),1998,24336.059,1905.891,19497.119
Europe (EI),1999,24205.535,1933.908,19320.029
Europe (EI),2000,24499.338,2029.094,19494.855
Europe (EI),2001,24731.758,2027.261,19654.877
Europe (EI),2002,24645.258,1924.736,19652.895
Europe (EI),2003,25059.326,1866.317,20119.074
Europe (EI),2004,25446.885,2057.189,20285.973
Europe (EI),2005,25573.896,2128.52,20395.594
Europe (EI),2006,25763.779,2180.677,20558.283
Europe (EI),2007,25564.199,2300.635,20399.461
Europe (EI),2008,25431.445,2490.608,20096.426
Europe (EI),2009,23918.961,2582.895,18644.324
Europe (EI),2010,24859.98,2882.088,19229.742
Europe (EI),2011,24285.205,2839.883,18734.82
Europe (EI),2012,24228.738,3192.166,18410.342
Europe (EI),2013,24020.439,3418.427,18022.742
Europe (EI),2014,23118.154,3475.881,17062.277
Europe (EI),2015,23346.566,3655.854,17189.199
Europe (EI),2016,23628.711,3718.974,17490.059
Europe (EI),2017,23942.619,3747.177,17805.391
Europe (EI),2018,23946.949,4017.912,17553.154
Europe (EI),2019,23582.646,4177.882,17053.035
Europe (EI),2020,21988.869,4488.638,15400.963
Europe (EI),2021,23058.318,4531.429,16311.376
Europe (EI),2022,22111.393,4550.647,15704.01
Europe (EI),2023,21623.861,4953.623,14835.767
European Union (27),1965,9454.095,634.681,8806.526
European Union (27),1966,9775.155,693.217,9066.121
European Union (27),1967,10113.582,669.873,9424.991
European Union (27),1968,10829.146,684.422,10123.097
European Union (27),1969,11723.261,673.562,11017.229
European Union (27),1970,12578.969,715.261,11816.081
European Union (27),1971,12970.942,711.237,12197.482
European Union (27),1972,13667.883,745.172,12825.399
European Union (27),1973,14447.914,742.999,13591.212
European Union (27),1974,14304.734,801.846,13370.391
European Union (27),1975,14237.037,808.882,13205.243
European Union (27),1976,15120.009,709.164,14149.779
European Union (27),1977,15362.09,936.241,14104.338
European Union (27),1978,15973.503,913.791,14674.02
European Union (27),1979,16551.186,957.041,15161.967
European Union (27),1980,16284.769,912.56,14846.893
European Union (27),1981,15805.867,900.109,14150.566
European Union (27),1982,15435.106,882.968,13727.072
European Union (27),1983,15500.392,901.043,13616.986
European Union (27),1984,15974.367,914.597,13778.295
European Union (27),1985,16793.137,935.074,14284.19
European Union (27),1986,17032.24,888.042,14411.591
European Union (27),1987,17396.512,970.888,14621.17
European Union (27),1988,17542.27,1025.85,14575.551
European Union (27),1989,17587.875,847.713,14693.719
European Union (27),1990,17441.887,898.327,14474.598
European Union (27),1991,17412.021,939.775,14345.634
European Union (27),1992,17096.35,981.227,13985.534
European Union (27),1993,16963.26,1012.41,13757.324
European Union (27),1994,16910.789,1045.526,13677.711
European Union (27),1995,17344.645,1052.686,14042.188
European Union (27),1996,17885.293,1052.006,14470.26
European Union (27),1997,17790.088,1102.831,14305.232
European Union (27),1998,17953.213,1154.881,14433.852
European Union (27),1999,17876.934,1160.102,14309.918
European Union (27),2000,18024.484,1232.46,14351.979
European Union (27),2001,18357.258,1306.808,14544.593
European Union (27),2002,18250.045,1173.291,14549.371
European Union (27),2003,18581.652,1184.895,14872.141
European Union (27),2004,18847.787,1311.399,14968.541
European Union (27),2005,18856.963,1322.25,15016.76
European Union (27),2006,18976.783,1407.583,15072.174
European Union (27),2007,18753.803,1511.778,14875.287
European Union (27),2008,18681.641,1659.212,14635.979
European Union (27),2009,17562.053,1758.271,13593.119
European Union (27),2010,18282.508,1999.06,14008.918
European Union (27),2011,17744.684,1975.454,13551.459
European Union (27),2012,17552.506,2217.701,13198.412
European Union (27),2013,17427.893,2397.546,12921.819
European Union (27),2014,16816.438,2476.876,12227.227
European Union (27),2015,17048.617,2525.367,12490.066
European Union (27),2016,17225.637,2555.551,12697.33
European Union (27),2017,17495.193,2564.458,12991.264
European Union (27),2018,17442.629,2746.537,12761.65
European Union (27),2019,17154.908,2828.633,12390.559
European Union (27),2020,15864.626,3056.999,11085.055
European Union (27),2021,16726.084,3108.249,11780.568
European Union (27),2022,16070.529,3116.232,11430.062
European Union (27),2023,15662.042,3443.008,10674.942
Finland,1974,207.939,37.563,170.377
Finland,1975,211.251,36.102,175.149
Finland,1976,224.04,28.038,196.002
Finland,1977,236.942,36.022,193.424
Finland,1978,245.921,28.976,207.749
Finland,1979,265.846,32.145,214.705
Finland,1980,264.663,30.212,214.663
Finland,1981,267.23,40.376,185.531
Finland,1982,263.894,38.704,177.92
Finland,1983,261.366,40.158,171.277
Finland,1984,272.34,39.173,180.004
Finland,1985,285.741,36.473,195.565
Finland,1986,289.027,36.637,198.632
Finland,1987,304.3,40.795,208.147
Finland,1988,302.309,39.513,207.697
Finland,1989,303.614,38.53,211.29
Finland,1990,323.249,48.57,220.153
Finland,1991,330.758,54.983,220.412
Finland,1992,329.675,60.48,214.544
Finland,1993,332.511,58.881,217.083
Finland,1994,349.031,55.515,238.392
Finland,1995,332.74,59.348,218.866
Finland,1996,347.479,53.904,238.311
Finland,1997,352.381,61.443,231.651
Finland,1998,364.244,74.37,227.866
Finland,1999,357.149,64.636,227.324
Finland,2000,359.11,71.162,224.163
Finland,2001,366.894,65.41,237.285
Finland,2002,368.768,60.347,245.975
Finland,2003,394.928,58.076,273.592
Finland,2004,393.254,77.156,253.283
Finland,2005,357.548,70.328,223.277
Finland,2006,383.512,67.684,253.284
Finland,2007,382.192,72.424,246.213
Finland,2008,368.496,82.9,223.688
Finland,2009,341.288,65.54,212.701
Finland,2010,371.291,73.171,237.393
Finland,2011,349.923,73.717,214.826
Finland,2012,340.459,85.473,194.504
Finland,2013,341.801,77.814,202.25
Finland,2014,329.823,81.895,186.628
Finland,2015,328.893,92.951,175.874
Finland,2016,334.083,89.181,185.297
Finland,2017,327.216,94.102,175.713
Finland,2018,333.841,95.931,180.042
Finland,2019,326.982,95.892,170.712
Finland,2020,313.95,105.028,150.225
Finland,2021,320.64,114.969,146.418
Finland,2022,320.73,114.445,142.9
Finland,2023,332.156,119.364,127.428
France,1965,1347.172,138.627,1206.0
France,1966,1376.653,155.625,1217.07
France,1967,1461.883,136.113,1319.88
France,1968,1538.555,152.055,1377.746
France,1969,1691.664,159.955,1521.494
France,1970,1831.613,171.981,1643.428
France,1971,1895.402,148.912,1720.019
France,1972,2017.984,149.231,1827.351
France,1973,2191.666,145.986,2003.824
France,1974,2151.38,171.307,1938.334
France,1975,2034.122,182.258,1800.084
France,1976,2154.3,147.86,1961.67
France,1977,2197.623,230.074,1916.641
France,1978,2278.278,206.667,1985.203
France,1979,2342.682,201.138,2028.157
France,1980,2327.355,210.286,1943.269
France,1981,2293.176,218.244,1776.069
France,1982,2210.503,213.565,1687.879
France,1983,2259.899,210.318,1640.238
France,1984,2338.574,199.424,1596.521
France,1985,2415.445,188.359,1591.199
France,1986,2472.164,190.07,1560.926
France,1987,2528.032,214.05,1560.565
France,1988,2561.471,231.935,1547.741
France,1989,2593.291,143.783,1587.098
France,1990,2649.823,165.389,1593.225
France,1991,2834.176,177.04,1716.954
France,1992,2857.941,210.793,1686.806
France,1993,2853.888,198.569,1610.58
France,1994,2824.76,240.992,1562.317
France,1995,2904.198,225.405,1608.395
France,1996,3012.348,205.661,1679.229
France,1997,2965.679,200.538,1642.952
France,1998,3037.222,195.072,1741.222
France,1999,3078.016,226.706,1732.637
France,2000,3117.909,209.574,1730.306
France,2001,3143.046,232.93,1723.066
France,2002,3118.919,192.254,1703.344
France,2003,3153.042,187.52,1738.047
France,2004,3180.13,189.317,1751.327
France,2005,3154.079,169.137,1744.267
France,2006,3128.931,186.681,1713.03
France,2007,3075.79,203.965,1678.673
France,2008,3084.845,235.22,1664.647
France,2009,2908.91,224.256,1586.614
France,2010,3001.231,246.423,1613.471
France,2011,2897.027,208.039,1517.902
France,2012,2894.028,261.55,1513.171
France,2013,2924.146,299.302,1516.781
France,2014,2796.844,286.438,1375.717
France,2015,2822.273,279.434,1412.453
France,2016,2765.453,296.882,1432.812
France,2017,2754.919,279.374,1458.23
France,2018,2788.956,332.328,1408.24
France,2019,2729.562,331.834,1388.441
France,2020,2441.166,359.246,1190.199
France,2021,2593.625,353.496,1287.57
France,2022,2298.56,335.398,1225.805
France,2023,2406.633,407.688,1155.906
Germany,1965,2969.293,47.939,2921.022
Germany,1966,2977.001,51.848,2924.401
Germany,1967,2969.431,49.241,2916.715
Germany,1968,3170.413,49.97,3115.431
Germany,1969,3419.778,40.551,3365.219
Germany,1970,3611.016,54.784,3537.806
Germany,1971,3643.557,42.982,3582.936
Germany,1972,3770.223,42.302,3700.902
Germany,1973,3987.354,48.395,3904.608
Germany,1974,3918.027,55.591,3821.408
Germany,1975,3764.568,54.034,3642.042
Germany,1976,4016.905,45.024,3888.081
Germany,1977,4007.19,55.97,3834.159
Germany,1978,4152.177,58.503,3969.184
Germany,1979,4382.909,58.968,4176.208
Germany,1980,4239.232,62.664,4018.834
Germany,1981,4107.233,64.647,3856.635
Germany,1982,3962.491,64.107,3687.199
Germany,1983,4018.511,60.248,3736.759
Germany,1984,4166.991,59.887,3811.103
Germany,1985,4290.329,56.702,3840.231
Germany,1986,4254.676,60.013,3824.398
Germany,1987,4291.178,64.775,3824.256
Germany,1988,4305.766,64.627,3796.16
Germany,1989,4260.189,59.607,3741.838
Germany,1990,4192.642,56.053,3703.867
Germany,1991,4090.643,51.99,3620.403
Germany,1992,4009.338,60.96,3497.78
Germany,1993,3991.526,63.208,3492.76
Germany,1994,3954.172,68.788,3456.352
Germany,1995,3974.795,75.091,3462.442
Germany,1996,4105.846,69.077,3578.19
Germany,1997,4053.187,73.1,3496.779
Germany,1998,4019.631,79.209,3481.879
Germany,1999,3963.56,88.292,3392.88
Germany,2000,3988.179,115.143,3391.776
Germany,2001,4062.799,119.494,3460.381
Germany,2002,4011.723,141.96,3408.056
Germany,2003,4010.471,146.061,3405.057
Germany,2004,4009.893,181.111,3366.811
Germany,2005,3962.635,206.394,3308.255
Germany,2006,4062.387,244.814,3360.617
Germany,2007,3893.423,297.995,3214.107
Germany,2008,3934.666,307.602,3225.884
Germany,2009,3692.178,312.145,3018.432
Germany,2010,3847.151,338.261,3134.529
Germany,2011,3710.584,392.095,3032.669
Germany,2012,3761.916,447.658,3052.564
Germany,2013,3868.517,466.67,3147.405
Germany,2014,3710.465,494.801,2963.163
Germany,2015,3780.86,562.535,2981.134
Germany,2016,3841.451,563.375,3060.661
Germany,2017,3888.133,632.398,3060.821
Germany,2018,3787.682,650.283,2944.437
Germany,2019,3694.84,695.738,2809.212
Germany,2020,3443.882,727.481,2554.146
Germany,2021,3544.581,675.842,2695.155
Germany,2022,3413.0,729.064,2597.101
Germany,2023,3169.55,773.186,2378.376
Greece,1982,199.183,10.53,188.653
Greece,1983,200.299,6.919,193.379
Greece,1984,209.138,8.463,200.675
Greece,1985,220.911,8.294,212.616
Greece,1986,221.38,9.566,211.814
Greece,1987,242.08,8.223,233.857
Greece,1988,255.601,6.999,248.601
Greece,1989,277.07,5.621,271.448
Greece,1990,287.312,5.237,282.076
Greece,1991,291.482,9.17,282.313
Greece,1992,296.618,6.541,290.077
Greece,1993,300.531,6.89,293.641
Greece,1994,305.643,7.798,297.846
Greece,1995,316.794,10.539,306.255
Greece,1996,324.801,12.969,311.831
Greece,1997,334.044,11.585,322.458
Greece,1998,354.773,11.198,343.575
Greece,1999,354.705,14.061,340.644
Greece,2000,373.052,12.254,360.798
Greece,2001,376.025,8.634,367.392
Greece,2002,376.371,10.475,365.895
Greece,2003,398.316,17.118,381.198
Greece,2004,398.232,17.092,381.141
Greece,2005,399.606,18.384,381.222
Greece,2006,411.306,22.416,388.89
Greece,2007,419.35,14.026,405.325
Greece,2008,411.585,17.015,394.571
Greece,2009,396.398,23.768,372.63
Greece,2010,378.437,30.773,347.664
Greece,2011,371.285,23.757,347.527
Greece,2012,349.302,29.347,319.955
Greece,2013,328.303,40.828,287.475
Greece,2014,307.91,34.856,273.054
Greece,2015,311.723,41.957,269.766
Greece,2016,306.993,41.941,265.051
Greece,2017,322.197,38.834,283.363
Greece,2018,324.066,44.852,279.214
Greece,2019,316.887,44.91,271.977
